id,query,answer_ids,answer_ids_list,answer_count
8567,"Can you suggest a fishing gaiter that offers sun protection, prevents bacterial accumulation, and is stain-resistant?","[675744, 910018, 675747, 211907, 497669, 740252, 893067, 919823, 742492, 860273, 216729, 919826, 773372, 893047, 893049, 905340]","['675744', '910018', '675747', '211907', '497669', '740252', '893067', '919823', '742492', '860273', '216729', '919826', '773372', '893047', '893049', '905340']",16
3287,"Looking for a balance disc suitable for dog workouts that can turn any flat surface into a dynamic one. Specifically, it should help my dog focus and also aid in improving his core strength and hind leg muscle development. Any suggestions?","[293513, 229025, 324990]","['293513', '229025', '324990']",3
3229,"Looking for a high-quality, easy to assemble sword stand about 14 inches in height and 3 inches wide. Not interested in low-quality or inexpensive options.","[898208, 17636, 727812, 14276, 21253, 103493, 849737, 523306, 77582, 675216, 45201, 286482, 626771, 864466, 732498, 909428, 744049, 18969]","['898208', '17636', '727812', '14276', '21253', '103493', '849737', '523306', '77582', '675216', '45201', '286482', '626771', '864466', '732498', '909428', '744049', '18969']",18
1826,"Where can I find a durable, adjustable horse tail set with a crupper included?","[314560, 132348]","['314560', '132348']",2
5548,"Searching for a durable charcoal holder that also doubles as a starter, compatible with products such as the CampMaid FlipGrill Lid Holder Accessory. Can you assist in finding a similar item?",[547037],['547037'],1
593,"Looking for a Baltimore Ravens collectible football, not for playing but for collection purposes. Can you recommend one?",[8530],['8530'],1
2725,Can I find an official NCAA licensed car magnet pennant to improve the look of my truck?,"[731360, 252705, 179235, 661308, 607368, 747017, 232618, 607370, 611853, 212238, 178895, 232656, 409587, 787352, 462166, 610936, 876668]","['731360', '252705', '179235', '661308', '607368', '747017', '232618', '607370', '611853', '212238', '178895', '232656', '409587', '787352', '462166', '610936', '876668']",17
4137,"Looking for a kid-friendly digital watch with a black band, featuring a red and yellow Hot Wheels logo. Is there one that can also help teach children how to read time and date?",[392884],['392884'],1
8431,"Looking for a compact, travel-friendly massage wand that could effortlessly slip into my bag. Preferably, it should feature a feminine aesthetic with faux gemstones in soft pastel hues, specifically pink and white. Is it possible to request gift-wrapping for this item as I order?",[878102],['878102'],1
7052,"What are some 12-ounce, 3mm neoprene bottle coolies that are officially NCAA endorsed, which may be appealing to my girlfriend?","[714781, 83093, 177359]","['714781', '83093', '177359']",3
243,"Looking for a durable and compact whistle that can withstand tough conditions and still function when wet. Ideally, it would go well with the Mikasa Volleyball Line Judge's Flags that I'm also planning to get. Any recommendations?","[3656, 4802, 3540]","['3656', '4802', '3540']",3
1442,Can you suggest a Wisconsin Badgers banner flag that would pair well with my University of Wisconsin Banner House Flag? I'm hoping for one that is large enough to prominently show off my school pride.,"[464290, 676840, 921257, 462796, 90415, 899477, 271637, 271575]","['464290', '676840', '921257', '462796', '90415', '899477', '271637', '271575']",8
261,"Can you help me find a lightweight, front-zip women's vest with snap closures that's suitable for warm weather, and doesn't have too many small pockets?","[715648, 242304, 862627, 3876, 523300, 752550, 767943, 612195, 387212, 754893, 549229, 466673, 466674, 465779, 465780, 442198, 384054]","['715648', '242304', '862627', '3876', '523300', '752550', '767943', '612195', '387212', '754893', '549229', '466673', '466674', '465779', '465780', '442198', '384054']",17
8672,What are some Christmas stockings featuring NFL teams that are ready to hang and have a festive snowflake design?,"[42338, 905925, 899753, 905962, 905950, 905966, 905967, 899758, 54061, 905972, 905973, 905943, 905948, 905918, 189311]","['42338', '905925', '899753', '905962', '905950', '905966', '905967', '899758', '54061', '905972', '905973', '905943', '905948', '905918', '189311']",15
1725,Looking for a unique NFL photograph that would make for a perfect gift for a 12-year-old football enthusiast. Can you help?,"[55654, 120550, 493384, 589196, 896657, 589207, 298200, 151897, 782046]","['55654', '120550', '493384', '589196', '896657', '589207', '298200', '151897', '782046']",9
9000,"Is there an officially licensed women's hoodie that's fashionable and has a good fit, suitable for regular gym workouts?","[757440, 493721, 101379, 909508, 190948, 820230, 641954, 763400, 908809, 540763, 605307, 789834, 512655, 948177, 713014, 908729, 947419, 584700]","['757440', '493721', '101379', '909508', '190948', '820230', '641954', '763400', '908809', '540763', '605307', '789834', '512655', '948177', '713014', '908729', '947419', '584700']",18
4930,"Is there a versatile LEM wild game rub that's allergen-friendly, MSG-free, contains Soy and Wheat, and suitable for seasoning all types of game?","[477642, 477638]","['477642', '477638']",2
5962,What are some lightweight and comfortable road cycling helmets with good ventilation from Cannondale Teramo's collection?,"[590746, 590749, 476055]","['590746', '590749', '476055']",3
2496,What are some effective Rawlings batting tees designed to improve my batting skills?,"[207024, 662723, 245903]","['207024', '662723', '245903']",3
6974,Looking for suggestions on durable tactical backpacks suitable for outdoor hiking and adventures. It should be spacious enough to comfortably fit my 17-inch laptop in the main compartment and have two separate sections with zip closures. It should also come with exterior straps for attaching additional gear.,"[920538, 657766, 705480, 938985, 954413, 598637, 930862, 914450, 811731, 761332, 677045, 481620, 325655, 768474]","['920538', '657766', '705480', '938985', '954413', '598637', '930862', '914450', '811731', '761332', '677045', '481620', '325655', '768474']",14
340,What grill covers would be compatible with a recently purchased UNC Tar Heels Alumni Nation Stripes Flag? Can I get some recommendations?,"[271508, 5013]","['271508', '5013']",2
8316,Looking for a women's hooded tunic with a stylish side slit and funnel-neck design. Need one that won't cause color transfer or staining on black leggings. Can you help?,[866033],['866033'],1
1601,What are some thin rubber bike tubes by Schwinn that you would recommend?,"[147873, 108355, 208996, 108390, 108361, 147881, 108338, 57086]","['147873', '108355', '208996', '108390', '108361', '147881', '108338', '57086']",8
7008,Looking for comfortable and flexible youth baseball pants that pair well with the Accubat Pro Model for my son's training. Need ones with a better fit than what we've tried before. Any suggestions?,"[832145, 708862]","['832145', '708862']",2
4576,Can you help me find an NHL-approved hoodie packed in a box approximately 12 x 7.6 x 5.5 inches? I'm not particularly concerned about the thickness.,"[269827, 202979, 202982, 334187, 175884, 442319, 269779, 120600, 49273]","['269827', '202979', '202982', '334187', '175884', '442319', '269779', '120600', '49273']",9
3725,"Is there a beginner-friendly longboard deck available? Ideally, I'd prefer dimensions around 8.5 inches by 42.25 inches.","[286436, 341738, 784374, 373019, 566974]","['286436', '341738', '784374', '373019', '566974']",5
2556,"Looking for a recommendation on machine washable belts with 38mm soft webbing. Preferably, the set should be one-size-fits-all up to a 42 waist size.","[139313, 213910]","['139313', '213910']",2
2785,Looking for a comfortable and warm men's shirt from Ibex that doesn't have the irritating scratchiness often associated with wool. Any recommendations?,"[884353, 126978, 152452, 637444, 83728, 83730, 461721, 375589, 375593, 884529, 614588, 101829, 101834, 302028, 799057, 799060, 38743, 522458, 239459, 239460]","['884353', '126978', '152452', '637444', '83728', '83730', '461721', '375589', '375593', '884529', '614588', '101829', '101834', '302028', '799057', '799060', '38743', '522458', '239459', '239460']",20
1523,"What type of power port do people normally pair with the Cannon downriggers and the Brocraft Universal 12"" Aluminum Downrigger Gimbal Mount?","[54241, 54243, 33821, 99630]","['54241', '54243', '33821', '99630']",4
7457,Is there a lightweight football tee for little boys that's easy to ship?,"[497937, 764380, 711150]","['497937', '764380', '711150']",3
2831,Can you suggest a trampoline spring kit compatible with the 9014T trampoline and works well with its original springs and jumping mat?,[244344],['244344'],1
1012,"Can you recommend a lightweight NCAA Texas hoodie, featuring an arch and mascot design, that weighs approximately 1.5 pounds for shipping purposes?","[336137, 225299, 214548, 43034, 214557, 225323, 70463, 44228, 240719, 44244, 49238, 122071, 240727, 282585, 309343, 44255, 45282, 44267, 282609]","['336137', '225299', '214548', '43034', '214557', '225323', '70463', '44228', '240719', '44244', '49238', '122071', '240727', '282585', '309343', '44255', '45282', '44267', '282609']",19
7220,What's the best soft bait for fishing that outperforms real squid in luring fish from a greater distance with its quick scent dispersion?,"[735874, 16837, 46918, 22161, 478104]","['735874', '16837', '46918', '22161', '478104']",5
8083,"What's a lightweight, water-resistant golf cart bag from Titleist that you would recommend?","[836770, 836771, 836764, 836773]","['836770', '836771', '836764', '836773']",4
1766,"I'm on the hunt for an officially licensed NHL team hat that's primarily made of cotton but with a bit of spandex. I would prefer an imported hat, and it should be free of any flashy or distracting embellishments.","[808489, 318569, 124587, 274029, 137677, 318738, 318741, 823126, 274037]","['808489', '318569', '124587', '274029', '137677', '318738', '318741', '823126', '274037']",9
4551,"What's a good matching decal for my new EBBQ DWD Mathews Solocam Antler Decal, 12x9-Inch, White? I want to create a coordinated set.","[580168, 439691]","['580168', '439691']",2
6549,Is there a cost-effective ski and snowboard carrier that is comparable to the Thule Universal Snowboard Carrier I recently purchased?,"[655648, 827489, 779941, 142247, 2087, 298450, 329398, 418263, 3032, 362139]","['655648', '827489', '779941', '142247', '2087', '298450', '329398', '418263', '3032', '362139']",10
4037,What are some golf iron sets that offer a lifetime warranty and a 30-day trial? I'm also interested in irons with a high-performance trajectory to improve my game on the course.,"[728256, 738309, 380844, 738125]","['728256', '738309', '380844', '738125']",4
7902,"Looking for a framed sports sign that's ready to hang, suitable for a kid's room, and makes a great gift for any occasion.","[816448, 470752, 816454, 851627, 822354, 896658, 46327]","['816448', '470752', '816454', '851627', '822354', '896658', '46327']",7
8777,"Looking for a versatile sports tank top from Pure Compression that is suitable for various physical activities. The ideal product should be lightweight, with a shipping weight of approximately 1 to 1.5 pounds.",[920072],['920072'],1
363,"Looking for a fishing dodger that can provide a distinct sideways motion to my lures, spoons, and flies when in water. I typically use it with my Scotty #1170 Power Grip Plus Release 18-Inch Leader with Cannonball Snap. Can you suggest a suitable product for me?",[5255],['5255'],1
9049,Can I get quick shipping for Airsoft BBs in the US? I'm okay if the color doesn't exactly match the one shown in the picture. Any recommendations?,[952965],['952965'],1
7093,Can you recommend a new and unworn hoodie or sweater from Majestic?,"[628769, 625351, 730030, 624079, 719407, 667344, 860825, 625341, 624094]","['628769', '625351', '730030', '624079', '719407', '667344', '860825', '625341', '624094']",9
8597,"Is there a car caddy available that's made from soft polyester and mesh and features a durable, embroidered team logo that won't fade or peel?","[896961, 896966, 896968, 896969, 896970, 897643, 896972, 896974, 896975, 896978, 896956, 896959]","['896961', '896966', '896968', '896969', '896970', '897643', '896972', '896974', '896975', '896978', '896956', '896959']",12
4725,What type of Mizuno bamboo wood baseball bat is frequently used with a Tiger Stick! in the wrapper 4.25 oz Hand Grip Pine Tar Baseball Bat?,[456664],['456664'],1
4443,What are some high-quality scarves that represent the NC State tradition that can be perfect as a gift for my friends?,[428026],['428026'],1
8048,Can you recommend a China-made anime-themed bifold wallet with a zippered coin compartment?,"[807512, 833043, 807510, 617303]","['807512', '833043', '807510', '617303']",4
8717,What are some suitable Danskin Now bermuda shorts for active women?,[912291],['912291'],1
2562,Transpack backpack with padded mesh back and wallet pocket,"[645699, 214387, 81852, 367422]","['645699', '214387', '81852', '367422']",4
7006,I recently purchased the ExOfficio Women's Wanderlux Crossfront Long Sleeve Shirt and was extremely pleased with it. Now I'm on the hunt for a similar women's long sleeve shirt that features thumb loops and hand pockets. Any recommendations?,[708536],['708536'],1
8733,Looking for a replacement nosepiece for the ESS Eyewear Crosshair ONE Kit EE9014-07 that can help reduce fogging. What options would match well with this eyeshield model?,[915025],['915025'],1
5519,Looking for a similar product to the Brown Right Handed Tooled Leather Gun Holster - Long Barrel from Country Western USA. What are some alternatives from their other collections?,"[568353, 568354, 491563, 543250, 543252, 543254, 543263]","['568353', '568354', '491563', '543250', '543252', '543254', '543263']",7
8742,"Where can I find a 100% cotton baby bib, perfect as a gift for a Bayern Munich fanatic, and features the Bayern Munich branding for a comfortable fit?",[915973],['915973'],1
2959,"Looking for a unique or unconventional sandwich press from Pangea Brands, any suggestions?",[257596],['257596'],1
632,Is there an officially licensed Philadelphia Flyers pendant made from sterling silver available?,"[9176, 540867]","['9176', '540867']",2
2665,Looking for a men's t-shirt that comes in a compact packaging size of approximately 10 x 5.7 x 1.5 inches and features a design that Pittsburgh Steelers fans would love. Can you help me find such a product?,"[794961, 225341]","['794961', '225341']",2
7255,"Looking for a women's mountain bike with a quick-release seat post feature. Preferably, a bike similar to the Cycle Force Cruiser Bike that I love, but without any hardware issues. Can you recommend one?","[740578, 740575]","['740578', '740575']",2
4406,"Can you help me find a 1911 adjustable rear sight set with fine serrations for an improved sight picture? Ideally, it should have a low profile and smooth edges to prevent snagging.","[254626, 954882, 423748, 624966, 769766, 423752, 753350, 423754, 663229, 954894, 784625, 423762, 423730, 254617, 703581, 954879]","['254626', '954882', '423748', '624966', '769766', '423752', '753350', '423754', '663229', '954894', '784625', '423762', '423730', '254617', '703581', '954879']",16
7354,What's the best fairway driver for disc golf from MVP Discs to improve my performance?,"[752002, 752004]","['752002', '752004']",2
2334,What are some kayak flotation bags with radio-frequency sealed seams for a secure airtight seal?,"[190018, 18947, 190020, 100327, 97543, 278925, 909710, 598125, 833424, 21842, 552820, 190009, 800090, 305243, 110943]","['190018', '18947', '190020', '100327', '97543', '278925', '909710', '598125', '833424', '21842', '552820', '190009', '800090', '305243', '110943']",15
7669,Looking for a one-size-fits-all New England Patriots cuffed beanie with team-colored stripes and a multi-colored pom on top.,"[371840, 615201, 256738, 668518, 713548, 356590, 793808, 511860, 272761, 789211, 791227]","['371840', '615201', '256738', '668518', '713548', '356590', '793808', '511860', '272761', '789211', '791227']",11
6596,"What's a lightweight bicycle water bottle cage set with a sleek design and easy bottle insertion and removal, weighing approximately 20g each?","[526721, 168934, 249991, 660424, 19720, 724072, 813355, 563981, 600302, 945424, 111537, 604626, 507679, 610264, 847449, 804477, 660414, 909535]","['526721', '168934', '249991', '660424', '19720', '724072', '813355', '563981', '600302', '945424', '111537', '604626', '507679', '610264', '847449', '804477', '660414', '909535']",18
3619,Is there a user-friendly ski carrier from Select Sportbags that's easy enough for kids to handle their own skis?,"[330034, 289468]","['330034', '289468']",2
5561,Can you help me find a Heckler & Koch Tru-Dot Night Sight suitable for military or law enforcement use?,"[548773, 41095, 64551, 237424, 67314, 39098, 548767]","['548773', '41095', '64551', '237424', '67314', '39098', '548767']",7
3883,"Where can I find a men's fleece pullover hoodie that's machine washable and made from a blend of cotton and polyester, ideally in equal proportions?","[36225, 36231, 36232, 632335, 492050, 152603, 641308, 641310, 359210, 70701, 359107, 359111, 544350, 591586, 591975, 64108, 64111, 36216, 359163, 36223]","['36225', '36231', '36232', '632335', '492050', '152603', '641308', '641310', '359210', '70701', '359107', '359111', '544350', '591586', '591975', '64108', '64111', '36216', '359163', '36223']",20
8746,Looking for an LED camping lantern with a built-in battery that can provide high-intensity lighting for at least 2 hours. Is there one with a 3 month money back guarantee included?,"[916420, 909518]","['916420', '909518']",2
4211,"Where can I find a chic women's long sleeve top with ruching details on both, the center front and back, and additional elastic on the front for a better fit?","[884960, 291875, 464581, 235018, 618072, 875084, 453681, 741651, 137844, 549212, 542872, 681180, 401469]","['884960', '291875', '464581', '235018', '618072', '875084', '453681', '741651', '137844', '549212', '542872', '681180', '401469']",13
2401,"Looking for a high-performance anti-fog wipe suitable for ski goggles, football visors, and motorcycle helmets. We love outdoor activities and are in need of a powerful solution to stop our gear from fogging up. Can you recommend any products?","[127225, 457447, 146921, 384877, 197172, 688825]","['127225', '457447', '146921', '384877', '197172', '688825']",6
1232,"Can you suggest a high-quality tumbler capable of polishing rocks, heavy items, and handling 175 .38 Special cases? I don't need it for iron or steel and don't mind if it's a bit noisy or prone to moving.","[66984, 66713]","['66984', '66713']",2
2661,Is there a high-quality home pull-up bar available with interchangeable foam grips that can potentially be replaced with a tennis racket-like grip?,"[663205, 171525, 737736, 889546, 224974, 750232, 173274]","['663205', '171525', '737736', '889546', '224974', '750232', '173274']",7
2817,What are some scoop neck women's tennis dresses with two front pockets that you would recommend?,"[242646, 877951]","['242646', '877951']",2
2774,Looking for a Presta head design tire inflator chuck with a synthetic elastomer gasket for quick tire inflation. Any recommendations?,"[238601, 76716, 578796]","['238601', '76716', '578796']",3
8929,Looking for an Auwiy cavalry saber officer sword with intricate blade details. Minor design flaws are okay and the type of metal isn't too important. Any suggestions?,[939516],['939516'],1
7936,"Can you suggest a fishing reel with a composite body, rotor, and cover, featuring an advanced digital gear design, a smooth two-ball bearing drive with a front drag, and an ABS aluminum spool?","[821768, 821769, 821770]","['821768', '821769', '821770']",3
3061,Can you recommend a polyester men's jacket with dimensions approximately 10.8 x 8.6 x 2.9 inches? Water resistance is not a primary factor for me.,"[916384, 36738, 168812, 534606, 597776, 467858, 267667, 423478, 243132, 420892]","['916384', '36738', '168812', '534606', '597776', '467858', '267667', '423478', '243132', '420892']",10
66,Is there any Pettit Paint polyurethane deck coating available regardless of the price?,[1178],['1178'],1
1735,"I need a distinctive NFL team-themed necklace, featuring hand-crafted enamel in my team colors and sparkling bead accents. Concerned after a previous purchase where I was sent the wrong pendant, I'm now on the hunt for a quality product.","[121856, 121953, 121827, 121828, 121957, 121990, 121832, 121929, 911080, 620304, 121941, 121848, 121913, 121818, 121853, 121919]","['121856', '121953', '121827', '121828', '121957', '121990', '121832', '121929', '911080', '620304', '121941', '121848', '121913', '121818', '121853', '121919']",16
6292,"What American-made bracelets from the Swannys brand would pair well with NHL necklaces, keychains, and lanyards for a dedicated hockey fan?","[627462, 534472, 534474, 627469, 534477, 627472, 627481]","['627462', '534472', '534474', '627469', '534477', '627472', '627481']",7
7627,Is there a lightweight camping chair that's easy to transport and would complement my family's Exxel Star Wars Adventure Kit?,[784233],['784233'],1
6875,Is there an inflatable pool cooler similar to the Heritage Margaritaville Easy Rider that has a detachable thermal drink holder with a 20-quart capacity and features a two-part floating design?,[693454],['693454'],1
2475,"Looking for a stylish, high-quality Vee Rubber bike tire with a great fit. Any suggestions?","[205024, 404097, 338531, 632132, 425509, 292615, 618987, 632139, 284942, 305491, 284948, 204919, 488762, 204958]","['205024', '404097', '338531', '632132', '425509', '292615', '618987', '632139', '284942', '305491', '284948', '204919', '488762', '204958']",14
2564,"Looking for a complete kids soccer set, including a jersey and shorts, made of 100% polyester for both comfort and durability. What would you recommend that can withstand both indoor and outdoor play? It's specifically for soccer use.","[489955, 214405, 479885, 886526, 512847, 495100, 386834, 479922, 457948, 488886, 379740, 379773, 805854, 780415]","['489955', '214405', '479885', '886526', '512847', '495100', '386834', '479922', '457948', '488886', '379740', '379773', '805854', '780415']",14
3713,Can you find a MilDot tactical riflescope suitable for varmint hunting that's weather-resistant and capable of providing precision accuracy?,"[246562, 96099, 215804, 782888, 808616, 767115, 668496, 33232, 47829, 339446, 129846, 542648, 701659, 778172]","['246562', '96099', '215804', '782888', '808616', '767115', '668496', '33232', '47829', '339446', '129846', '542648', '701659', '778172']",14
7733,What are some Zippo lighters with a Satin Chrome finish that were manufactured in 2001?,[798062],['798062'],1
707,"Is there a flexible, extendable bite valve replacement hose available that features fast shipping and comes with antimicrobial treatment for clean drinking water?",[12477],['12477'],1
8353,Is there a rotary brass tumbler with a brass dryer that would pair well with the Lee Precision Reloading 223 Remington Ultimate Rifle Die Set?,"[870169, 537178]","['870169', '537178']",2
5189,Is there an NFL team ornament available that features the image of Curly Lambeau?,[504523],['504523'],1
7635,"What are some bicycle chains that work well with Shimano, Sram, or Campy gears and come with superior lubrication for a smoother and more efficient ride?",[785005],['785005'],1
5472,Where can I find an officially licensed NFL kids' t-shirt with a prominent team name and logo in high-quality graphics?,"[538528, 536768, 538562, 891110, 538516, 538518, 538519, 538520, 538521, 536762, 538523, 536764, 538525, 538526, 538527]","['538528', '536768', '538562', '891110', '538516', '538518', '538519', '538520', '538521', '536762', '538523', '536764', '538525', '538526', '538527']",15
72,"Can I use an aluminum track baton with the SKLZ Recoil 360, Dynamic Resistance and Assistance Trainer and the Champion Sports Adjustable Height Training Hurdle?","[1250, 476523]","['1250', '476523']",2
4448,"Looking for a golf club similar to Ping Anser made of 27-4 stainless steel, but it should be brand new and not a hybrid model.",[428615],['428615'],1
5860,"I'm searching for a climbing treestand that's compatible with the Lone Wolf Wide Sit & Climb Combo II Climbing Tree Stand. Ideally, it should also be mountable with the HME Products Universally Mountable Bow Holder and work seamlessly with the Hunter Safety System Treestalker Safety Harness. Additionally, if it features a unique folding bar mechanism to adjust my hunting elevation, that would be a great bonus.",[578767],['578767'],1
5101,"Looking for a durable polyester Dallas Cowboys flag suitable for both indoor and outdoor use as well as tailgate parties, any suggestions? Weight is not a primary concern.","[613132, 118030, 753233, 563730, 901174, 494998, 345656, 491929, 622779, 503711]","['613132', '118030', '753233', '563730', '901174', '494998', '345656', '491929', '622779', '503711']",10
1190,Is there a buzz bait for fishing that works well for catching large bass at dusk or dawn? I recently purchased the Strike King Rage Tail Craw and I'm looking for a complementary piece of fishing gear to match with it. Any suggestions?,"[129449, 63266, 62980]","['129449', '63266', '62980']",3
6431,Can you suggest a Tampa Bay Buccaneers NFL building block set suitable as a gift for a huge fan? The set should ideally boast a reasonably large endzone of about 10 x 5 inches and a field goal of roughly 3.5 inches in height.,[642760],['642760'],1
2601,"Is there a rifle scope mount available that is designed for a precise fit, includes fixing screws and offers better adjustability and eye relief than other options on the market?","[911078, 219527, 611913, 701866, 322702, 803246, 278448, 537585, 403095, 114331]","['911078', '219527', '611913', '701866', '322702', '803246', '278448', '537585', '403095', '114331']",10
1125,"Is there a high-quality fishing bait available, possibly similar to the new Kwik Cork? I've heard it's a significant improvement over traditional popping corks.","[55946, 252411]","['55946', '252411']",2
1241,What are some hoof care products that could provide protection against sharp rocks and are commonly bought together with Easyboot Glue-On Vettec 180cc Adhere?,"[68482, 68487]","['68482', '68487']",2
6817,Is there a dirt-resistant silicone ring that is easy to maintain and comes with a small pouch for storage when not being worn?,"[826120, 687593, 756681, 741900, 846253, 830222, 757534, 912240, 735952, 793233, 741907, 821936, 874581, 733087, 864379, 864381, 864382, 844511]","['826120', '687593', '756681', '741900', '846253', '830222', '757534', '912240', '735952', '793233', '741907', '821936', '874581', '733087', '864379', '864381', '864382', '844511']",18
3602,Looking for a set of two replacement tips that fit Weller 8200 and Archer 64-2190 soldering guns. Any suggestions?,[328438],['328438'],1
2349,"Looking for a durable pistol case from Outdoor Connection that's crafted from high-end materials. I'm particularly interested in one with a soft, fleece interior for firearm protection and value excellent construction quality.","[191536, 191563, 108661, 108647]","['191536', '191563', '108661', '108647']",4
7507,What are some good padded forearm pads that are compatible with the NEW BAPF30 L Black football traditional combo hand & forearm protection pad?,"[530564, 159077, 12811, 44684, 628347, 159125, 770423, 69528, 69531, 577599]","['530564', '159077', '12811', '44684', '628347', '159125', '770423', '69528', '69531', '577599']",10
3351,Where can I find a short sleeve women's t-shirt with a discrete design indicating NHL Philadelphia Flyers pride that is made in Nicaragua?,[300574],['300574'],1
6602,"Can you recommend a lightweight, rechargeable battery that can extend my gaming hours?","[399897, 661374]","['399897', '661374']",2
4008,"Looking for brake cable adjusters that can be easily installed on the brake housing and are suitable for cyclocross. Ideally, they should be similar to the Alligator Alloy Barrel Index Adjuster that I've used before.","[375552, 124832, 292642, 125859, 225195, 453934, 81172, 124916, 225209, 88123, 92189, 14367]","['375552', '124832', '292642', '125859', '225195', '453934', '81172', '124916', '225209', '88123', '92189', '14367']",12
3906,"Looking for a PICNIC TIME brand NBA-themed cooler backpack, can you assist me?",[361174],['361174'],1
4358,"Can you suggest a durable handgun sleeve bag with a strong fabric that's resistant to tears? Ideally, it should feature a safety padlock and have a tamper-resistant zipper.",[418634],['418634'],1
5922,What's the most durable Champion t-shirt that can hold up to heavy use?,[585331],['585331'],1
1343,Looking for suggestions on a durable 11-inch pistol scope with a clear reticle and easy adjustability. How can I find one that won't break easily like my previous one?,[79804],['79804'],1
7608,Is there a softball bat taper available with a wider through-hole for easy attachment and detachment?,"[781856, 473856, 814304, 781860, 781862, 175019, 780428, 780432, 780433, 108017, 780435, 291668, 291669, 301876, 815160, 902971, 360797]","['781856', '473856', '814304', '781860', '781862', '175019', '780428', '780432', '780433', '108017', '780435', '291668', '291669', '301876', '815160', '902971', '360797']",17
440,"Is the stair stepper exercise machine suitable for weight loss and easy on the joints? Does it come with a secure, slip-resistant surface and offer an easy way to adjust the step resistance?","[782782, 671007, 880934, 926729, 86858, 18251, 355594, 73229, 543343, 567834, 280468, 940504, 807962, 6430, 274527]","['782782', '671007', '880934', '926729', '86858', '18251', '355594', '73229', '543343', '567834', '280468', '940504', '807962', '6430', '274527']",15
1100,Is it possible to find a used men's mountain bike from Pacific Cycle?,[53449],['53449'],1
7070,"Looking for a chic, comfortable and officially licensed Last of Us t-shirt from Ripple Junction. Ideally, it'd be a unique design that can spark conversation and help meet fellow fans.",[716943],['716943'],1
649,"Are there any reputable sellers offering high-quality, black rub rail end caps that fit tightly? I've previously used the Taco Nylon Rub Rail End Caps, Black F90-1870, and it served me well but I wouldn't mind considering other options.","[292609, 35874, 53543, 680263, 284042, 156491, 938027, 9407]","['292609', '35874', '53543', '680263', '284042', '156491', '938027', '9407']",8
7877,"Are there any NCAA football pajamas that make it look like I'm suiting up for my favorite team? Also, do they fit well with the Franklin Sports Youth Shoulder Pads that are usually bought with them?","[812356, 812365]","['812356', '812365']",2
7219,Looking for a soft bait similar to the 3-inch Berkley PowerBait Power Floating Trout Worm in Natural color for trout fishing. Any recommendations based on past successful experiences?,[735863],['735863'],1
1249,"Looking for a Benchmade folding knife with a BK1 coating for rust protection, any color recommendations?","[60512, 624356, 329508, 151241, 220075, 182061, 69233, 60530, 78613, 182070, 559384, 220089, 185691]","['60512', '624356', '329508', '151241', '220075', '182061', '69233', '60530', '78613', '182070', '559384', '220089', '185691']",13
6857,"What are some good camping silverware sets from Reward Performance that include a fork, spoon, knife, and bottle opener and are suitable for gifting?",[691324],['691324'],1
1584,Can you help me find a BSI brand NASCAR banner that has vibrant team colors and is also durable in windy conditions? I wasn't happy with the wind resistance of my last purchase.,"[61536, 106785, 97598, 51203, 300772, 397132, 155932, 106716, 106718]","['61536', '106785', '97598', '51203', '300772', '397132', '155932', '106716', '106718']",9
6385,"What are some suggestions for a medium-sized, boho-style fashion headpiece with dimensions around 8x4x4 inches?","[569688, 637675, 556316, 577015]","['569688', '637675', '556316', '577015']",4
1462,What are some good-looking steel-tip darts that would complement my Harley-Davidson 69601 Evo Steel Tip 22 g Dart Set?,"[147256, 740306, 93419, 27388]","['147256', '740306', '93419', '27388']",4
7697,Looking for a Seattle Seahawks t-shirt that's officially licensed and has been available since 2015 or earlier. Can anyone help me find it on Amazon?,[793941],['793941'],1
3273,Looking for a mountain bike handlebar made out of Six Series Alloy with a good paint finish.,"[496609, 155745, 292105, 404939, 935533, 524109, 181325, 604660, 756054, 167768, 155743, 732447]","['496609', '155745', '292105', '404939', '935533', '524109', '181325', '604660', '756054', '167768', '155743', '732447']",12
3683,"Looking for a Boise State Broncos logo duct tape that's perfect for home, dorm use, or tailgating events. Preferably with a roll size about 2 inches by 10 yards. Any suggestions?",[335901],['335901'],1
6674,Black cooler backpack with thermos guard insulation suitable for beach or picnic use,"[71949, 607139, 591274, 898474, 254146, 645830, 645831, 813512, 645838, 247120, 119120, 645842, 670930, 184913, 670928, 320611, 180719, 461172, 320634]","['71949', '607139', '591274', '898474', '254146', '645830', '645831', '813512', '645838', '247120', '119120', '645842', '670930', '184913', '670928', '320611', '180719', '461172', '320634']",19
6807,Are there any Beautyko abdominal compression wraps available?,[686170],['686170'],1
4145,"Can you recommend a unique 3.8-inch fishing bait with a tungsten weight element, weighing around 7/16-ounces, that provides an erratic walking action in the water?",[394307],['394307'],1
3225,I'm looking for a Yak-Gear kayak accessory kit that includes both a paddle and fishing pole leash. Is there a nonabsorbent one available that is designed to protect and secure a high-end rod and reel? I would also appreciate if it comes with usage instructions.,"[285834, 360605]","['285834', '360605']",2
4815,"I'm looking for a hot yoga mat made with sustainable, environmentally-friendly harvested jute fiber. Sustainability is very important to me in my yoga practice.","[31457, 845544, 879898, 465101, 29242, 492566, 879896, 878778, 433368]","['31457', '845544', '879898', '465101', '29242', '492566', '879896', '878778', '433368']",9
